State,City,Scale_of_Operation,Monthly_Production_Tons,Machine_Utilization_Pct,Skilled_Labor_Pct,Transport_Cost_Rs_per_Ton,Quality_Rejection_Rate_Pct,Avg_Selling_Price_Rs_sqm,Net_Profit_Margin_Pct,Profitability_Class
Telangana,Karimnagar,Large,4076.36,95.43,62.83,1766.04,5.05,1759.82,18.044,High
Telangana,Warangal,Medium,1837.85,68.95,80.56,2493.19,2.67,2441.7,12.906,Medium
Karnataka,Ramanagara,Medium,2983.63,78.1,92.0,954.14,9.55,2385.19,22.088,High
Tamil Nadu,Dharmapuri,Small,1785.66,77.25,63.68,1402.6,10.22,2422.03,15.691,Medium
Rajasthan,Udaipur,Medium,3202.68,79.15,49.7,1782.55,6.34,2028.69,13.644,Medium
Gujarat,Bhavnagar,Medium,1773.4,77.72,58.65,1448.6,4.85,1678.53,8.613,Medium
Andhra Pradesh,Kurnool,Medium,3206.24,78.16,37.51,2135.49,7.82,1986.25,12.196,Medium
Gujarat,Rajkot,Small,424.34,89.06,56.96,1662.24,10.58,1858.51,5.433,Low
Tamil Nadu,Madurai,Large,4902.02,88.08,91.41,995.66,2.88,2613.93,28.0,High
Rajasthan,Kishangarh,Medium,2873.04,90.19,61.91,2368.3,9.95,2165.73,10.776,Medium
Telangana,Karimnagar,Large,4384.59,68.98,68.86,1807.02,4.88,2105.28,15.705,Medium
Rajasthan,Jodhpur,Small,2085.26,58.7,53.15,2312.37,10.56,1684.05,10.172,Medium
Telangana,Hyderabad,Small,1279.05,96.02,57.32,1216.84,7.41,1816.83,12.154,Medium
Telangana,Hyderabad,Small,1103.94,82.2,71.12,1380.07,10.06,1938.26,12.908,Medium
Andhra Pradesh,Kadapa,Medium,2643.21,60.61,70.41,1554.41,4.14,2169.5,12.282,Medium
Karnataka,Hassan,Small,1039.41,67.62,44.43,1686.36,6.29,2192.71,10.744,Medium
Karnataka,Hassan,Large,4626.33,87.42,57.6,1168.46,7.35,2252.24,20.361,High
Gujarat,Surat,Large,3459.64,77.83,82.08,1238.8,6.73,1790.75,16.069,High
Andhra Pradesh,Guntur,Medium,2959.96,80.93,67.01,1672.36,0.5,2188.95,15.045,Medium
Telangana,Khammam,Medium,2967.79,57.76,36.09,2450.69,6.14,1720.25,6.295,Low
Tamil Nadu,Dharmapuri,Medium,3800.89,76.35,77.66,1299.58,6.87,2881.0,20.182,High
Gujarat,Rajkot,Medium,2545.84,68.69,51.62,1673.88,1.74,1672.95,9.269,Medium
Rajasthan,Kishangarh,Small,1867.2,67.07,44.3,1915.68,12.76,1780.99,6.204,Low
Karnataka,Hassan,Medium,3076.19,71.05,80.37,2367.26,4.86,2215.03,16.417,High
Andhra Pradesh,Kadapa,Large,4295.76,77.1,76.51,1595.22,6.84,1944.28,19.494,High
Andhra Pradesh,Kurnool,Small,1056.75,57.02,44.95,1567.82,7.72,1863.64,6.07,Low
Rajasthan,Kishangarh,Large,4663.36,72.45,75.28,1854.71,8.72,2443.57,18.739,High
Tamil Nadu,Salem,Small,1196.44,75.01,45.22,1795.58,12.15,2357.2,11.268,Medium
Rajasthan,Makrana,Small,1922.44,61.83,39.99,1411.99,6.08,1870.08,9.995,Medium
Rajasthan,Jodhpur,Small,1354.07,65.95,44.43,2960.87,9.03,1732.46,6.329,Low
Rajasthan,Makrana,Small,1253.82,52.13,46.81,2163.93,4.7,2029.14,5.947,Low
Gujarat,Ahmedabad,Large,3124.92,96.96,61.69,1009.21,2.27,2180.41,14.039,Medium
Tamil Nadu,Chennai,Large,5151.56,94.83,82.13,1664.54,9.28,2476.24,27.646,High
Rajasthan,Makrana,Medium,2559.75,92.8,60.35,1873.5,4.76,2124.92,17.045,Low
Gujarat,Vadodara,Large,3172.99,85.05,50.65,1410.34,6.91,1885.69,11.786,Medium
Telangana,Karimnagar,Small,2330.16,81.93,33.15,1469.22,10.58,1304.96,4.383,Low
Andhra Pradesh,Kadapa,Small,1172.66,67.13,36.72,1337.62,7.55,1740.18,7.991,Low
Gujarat,Surat,Medium,2399.3,92.02,59.62,1421.14,0.95,2000.58,18.4,High
Karnataka,Ramanagara,Large,5056.31,80.92,85.69,1938.04,3.44,2492.04,25.656,High
Gujarat,Vadodara,Small,1044.6,49.36,65.47,2218.35,7.57,1772.78,2.47,Low
Telangana,Khammam,Large,4069.15,58.64,64.48,2562.92,8.4,1914.3,14.448,Medium
Rajasthan,Jodhpur,Medium,2832.06,78.83,43.23,2936.57,8.11,2088.27,14.93,Medium
Karnataka,Hassan,Large,5130.73,66.69,88.21,1852.47,5.21,2720.03,18.714,High
Andhra Pradesh,Kurnool,Small,1111.64,77.27,51.91,2002.19,2.62,1995.79,13.346,Medium
Andhra Pradesh,Kadapa,Medium,2881.12,82.97,53.05,1244.21,2.05,2120.77,13.725,Medium
Telangana,Warangal,Medium,2321.01,61.9,47.49,2483.03,3.69,1911.36,8.965,Medium
Gujarat,Bhavnagar,Medium,1703.46,72.84,56.53,1339.05,3.84,2257.25,14.269,Medium
Rajasthan,Jaipur,Small,1435.68,65.73,46.4,1819.25,6.4,2073.43,8.075,Medium
Karnataka,Chitradurga,Large,5585.6,74.53,56.79,2628.02,2.83,2496.14,21.43,High
Andhra Pradesh,Ongole,Large,4685.14,65.57,47.98,1895.2,3.66,2142.53,16.579,High
Telangana,Hyderabad,Small,1368.78,55.22,20.0,1861.09,7.77,1420.19,1.933,Low
Karnataka,Mysuru,Small,1533.58,59.72,76.84,1021.27,6.02,2409.0,12.095,Medium
Rajasthan,Makrana,Medium,2621.92,72.12,59.19,1637.44,6.56,2329.47,15.065,Medium
Tamil Nadu,Krishnagiri,Medium,3148.89,65.53,65.36,975.21,7.56,1963.87,14.912,Medium
Karnataka,Bengaluru,Medium,2882.53,62.09,55.23,2111.68,3.0,2197.89,15.609,Medium
Andhra Pradesh,Nellore,Small,1677.06,58.68,46.48,2445.23,8.33,2153.53,8.158,Medium
Rajasthan,Makrana,Medium,2877.1,83.99,46.19,1601.52,10.16,1590.51,15.415,Medium
Karnataka,Ramanagara,Medium,2464.38,63.9,58.79,2020.03,3.89,2709.62,17.31,High
Tamil Nadu,Salem,Small,1960.27,98.0,67.06,2272.99,5.39,2368.72,14.497,Medium
Tamil Nadu,Salem,Medium,2683.4,85.9,65.67,1263.39,2.67,2675.61,18.556,High
Tamil Nadu,Madurai,Small,1190.16,49.89,55.67,1998.72,9.04,2551.84,7.013,Low
Andhra Pradesh,Ongole,Small,1410.38,86.09,55.49,2234.11,5.33,1989.29,10.274,Medium
Andhra Pradesh,Kadapa,Medium,2551.98,63.32,45.27,1292.99,10.78,1821.78,10.016,Medium
Karnataka,Chitradurga,Large,5223.09,65.69,85.83,2592.32,3.2,2497.13,21.294,High
Tamil Nadu,Madurai,Small,931.47,71.43,35.9,1786.38,7.85,2167.17,9.067,Medium
Karnataka,Ramanagara,Small,1958.46,88.15,44.68,1656.21,10.24,1784.04,8.442,Medium
Rajasthan,Jaipur,Small,1604.62,81.48,49.38,3017.3,14.49,2216.75,10.177,Medium
Tamil Nadu,Dharmapuri,Small,1528.92,76.74,41.69,1084.72,7.12,2448.08,14.515,Medium
Tamil Nadu,Krishnagiri,Medium,3093.94,64.48,46.6,1874.59,7.68,2155.56,14.265,Medium
Telangana,Karimnagar,Medium,2445.97,88.0,60.43,1368.2,5.37,1774.77,12.385,Medium
Telangana,Karimnagar,Small,200.0,62.48,40.23,2554.28,4.73,1368.06,4.05,Low
Rajasthan,Jaipur,Large,4579.82,95.17,64.78,2046.85,4.94,2300.91,20.603,High
Tamil Nadu,Chennai,Small,1906.68,76.82,49.51,1089.05,7.26,2271.84,13.969,Medium
Rajasthan,Makrana,Large,4546.92,70.49,69.09,1814.34,4.79,2020.83,20.499,High
Gujarat,Rajkot,Large,3700.9,98.0,66.9,1333.26,8.05,1934.24,14.568,Medium
Tamil Nadu,Dharmapuri,Medium,2974.82,83.54,87.01,1368.79,3.14,2803.26,23.122,High
Rajasthan,Kishangarh,Small,1907.27,80.38,53.0,2475.3,6.38,2211.3,14.295,Medium
Tamil Nadu,Salem,Medium,3039.84,72.76,77.34,2242.69,1.19,2550.71,23.457,High
Tamil Nadu,Madurai,Medium,2951.79,66.24,71.48,1719.5,8.8,2145.1,13.708,Medium
Tamil Nadu,Chennai,Large,5677.44,75.86,90.38,1844.83,7.15,2456.4,24.283,High
Telangana,Warangal,Medium,2568.37,96.2,38.39,1783.48,5.3,1638.67,10.643,Medium
Andhra Pradesh,Guntur,Medium,3016.11,51.89,57.87,1146.12,4.06,1909.81,13.867,Medium
Andhra Pradesh,Ongole,Large,4586.81,85.67,78.29,1856.05,4.51,1880.7,17.599,High
Gujarat,Rajkot,Large,3813.72,98.0,62.46,1756.69,11.99,1601.9,15.215,Medium
Rajasthan,Jodhpur,Medium,2589.32,96.37,56.87,2059.32,5.41,2300.5,13.573,Medium
Tamil Nadu,Salem,Large,5931.12,68.48,49.83,1158.31,7.66,2295.01,20.656,High
Andhra Pradesh,Nellore,Medium,2752.2,65.84,74.85,1924.91,1.51,2624.86,17.14,High
Karnataka,Hassan,Medium,2688.77,75.82,57.65,1844.24,6.08,2126.04,14.108,Medium
Rajasthan,Kishangarh,Medium,2279.1,84.4,63.45,2407.24,7.57,2160.66,10.884,Medium
Andhra Pradesh,Kurnool,Medium,3070.53,89.89,47.7,1537.75,4.48,1968.43,16.249,High
Tamil Nadu,Krishnagiri,Small,1961.64,73.12,71.87,1304.4,7.4,2403.22,12.334,Medium
Tamil Nadu,Krishnagiri,Medium,2587.93,83.43,72.04,1145.17,6.52,2033.34,15.562,Medium
Rajasthan,Makrana,Medium,2518.91,45.96,79.05,2228.68,5.27,2533.79,14.344,Medium
Rajasthan,Jaipur,Small,1707.78,66.11,78.02,1445.23,10.76,2199.19,13.747,Medium
Tamil Nadu,Chennai,Small,1652.26,89.09,54.22,1621.18,4.53,2308.04,16.435,High
Andhra Pradesh,Kurnool,Medium,2132.36,87.99,67.17,1594.68,4.83,1935.38,11.756,Medium
Andhra Pradesh,Ongole,Medium,2166.66,68.56,64.71,2156.93,6.92,2126.87,8.115,Medium
Telangana,Karimnagar,Small,1376.91,90.3,47.16,1386.99,8.52,1818.88,8.853,Medium
Andhra Pradesh,Guntur,Large,4684.88,61.34,73.4,1520.46,1.04,1939.41,20.685,High
Telangana,Karimnagar,Large,4527.92,98.0,57.48,1749.99,8.76,1797.48,18.947,High
Karnataka,Mysuru,Medium,3251.08,74.94,54.89,1301.48,2.65,2360.92,17.597,High
Rajasthan,Kishangarh,Small,1704.83,66.41,25.38,2524.48,7.1,1720.93,5.532,Low
Rajasthan,Jodhpur,Large,4854.73,77.05,46.56,1776.94,5.87,1771.31,13.569,Medium
Telangana,Khammam,Large,4130.6,75.81,42.01,2153.21,8.3,1504.5,10.435,Medium
Tamil Nadu,Madurai,Small,1742.31,94.83,69.6,1616.21,4.6,2362.97,16.994,High
Rajasthan,Jodhpur,Small,1699.94,91.08,59.02,1958.83,3.22,2102.61,17.389,High
Tamil Nadu,Dharmapuri,Medium,3828.48,65.14,51.05,1339.34,6.6,2504.5,16.18,Low
Telangana,Karimnagar,Medium,2260.4,63.98,42.55,989.85,2.36,2210.39,9.902,Medium
Rajasthan,Jodhpur,Small,1901.78,51.3,73.93,1774.75,8.56,2236.85,10.138,Medium
Tamil Nadu,Salem,Medium,2935.61,74.61,81.8,1415.94,6.75,2499.95,19.3,High
Rajasthan,Kishangarh,Medium,3028.87,73.9,71.23,2556.6,9.59,1934.77,14.478,Medium
Tamil Nadu,Krishnagiri,Large,5566.21,81.78,88.14,1484.66,7.37,2466.64,27.461,High
Gujarat,Ahmedabad,Medium,2609.84,69.53,50.71,1755.06,4.73,1753.19,7.398,Low
Andhra Pradesh,Kadapa,Medium,2203.42,66.54,27.49,1381.83,6.64,1936.58,4.986,Low
Tamil Nadu,Salem,Large,5563.24,64.84,67.92,1499.34,8.71,2263.96,17.865,High
Karnataka,Hassan,Small,1552.77,89.65,49.84,2459.38,7.82,2376.48,12.21,Medium
Telangana,Karimnagar,Small,1198.9,65.08,68.19,2310.94,7.49,1688.34,6.163,Low
Telangana,Nizamabad,Medium,2649.4,66.77,49.11,2082.72,8.51,1939.36,6.209,Low
Telangana,Khammam,Small,1612.31,80.34,37.49,2135.11,6.36,1442.27,11.169,Medium
Tamil Nadu,Chennai,Large,5368.97,61.86,38.85,1238.48,4.2,2418.86,20.595,High
Rajasthan,Jodhpur,Small,1701.84,82.97,61.6,2296.35,2.41,2157.24,13.007,Medium
Andhra Pradesh,Kurnool,Small,1365.0,66.65,52.97,2279.65,11.4,2317.01,6.422,Low
Andhra Pradesh,Nellore,Large,4218.25,76.94,53.35,1002.82,4.28,1934.22,18.443,High
Rajasthan,Udaipur,Medium,3054.26,53.43,63.83,2148.62,5.33,1901.91,13.497,Medium
Tamil Nadu,Madurai,Medium,2985.74,83.69,71.27,910.21,,2475.12,20.714,High
Gujarat,Rajkot,Small,593.54,95.08,50.79,2171.41,7.31,1738.81,6.138,Medium
Tamil Nadu,Chennai,Small,1434.83,58.51,70.82,1044.86,10.55,2432.77,14.007,Medium
Andhra Pradesh,Nellore,Large,5077.87,94.45,75.52,2047.24,9.21,2060.37,20.273,High
Andhra Pradesh,Nellore,Small,1963.48,73.97,50.27,1319.14,11.18,1594.47,7.754,Low
Karnataka,Ramanagara,Medium,2355.19,82.85,58.19,1923.6,4.9,2158.44,15.323,Medium
Gujarat,Bhavnagar,Small,559.32,58.6,50.58,1747.77,7.33,1325.17,3.217,Low
Tamil Nadu,Krishnagiri,Small,1545.28,66.52,65.47,1723.72,5.16,2391.93,14.271,Medium
Tamil Nadu,Chennai,Medium,3496.8,73.87,85.16,1718.88,7.46,3003.18,15.997,Low
Tamil Nadu,Dharmapuri,Large,5316.91,74.0,82.72,1158.46,4.24,2609.99,22.959,High
Andhra Pradesh,Kurnool,Medium,2739.89,75.11,64.91,1386.07,7.57,1704.67,11.695,Medium
Gujarat,Surat,Medium,1881.62,57.2,80.53,1360.25,1.94,1953.83,10.834,Medium
Karnataka,Chitradurga,Medium,2616.28,77.79,68.04,1701.57,1.0,2348.71,16.309,High
Andhra Pradesh,Nellore,Medium,2747.22,77.74,56.36,892.5,8.35,2255.78,10.538,Medium
Telangana,Karimnagar,Medium,2582.02,83.55,57.5,2181.22,5.64,1567.36,11.41,Medium
Andhra Pradesh,Kurnool,Small,1223.46,79.91,78.97,1934.4,8.43,1957.46,13.13,Medium
Telangana,Hyderabad,Small,1519.81,98.0,50.03,1723.21,10.5,1525.73,7.42,Low
Tamil Nadu,Dharmapuri,Large,5415.62,96.93,68.29,1299.19,4.71,2732.44,27.317,High
Andhra Pradesh,Guntur,Small,1800.36,77.32,77.08,2471.64,3.4,1825.1,11.843,Medium
Rajasthan,Kishangarh,Small,1144.23,70.22,62.0,2317.38,13.21,1915.2,10.285,Medium
Rajasthan,Kishangarh,Medium,2950.56,72.04,67.6,2441.32,8.86,2209.04,14.435,Medium
Gujarat,Bhavnagar,Medium,2425.92,55.68,50.4,963.09,7.08,1900.51,6.991,Low
Tamil Nadu,Chennai,Medium,3767.49,69.53,71.31,1496.51,5.29,2699.67,23.587,High
Tamil Nadu,Chennai,Small,1494.59,66.75,57.22,2601.55,5.4,2579.4,11.818,Medium
Rajasthan,Makrana,Large,4804.21,63.33,60.43,2753.14,5.61,2168.55,16.544,High
Karnataka,Bengaluru,Medium,2676.06,79.54,39.28,1833.53,8.28,2102.92,14.442,Medium
Rajasthan,Kishangarh,Large,4410.44,63.19,58.8,1875.36,5.04,2376.4,15.841,Medium
Karnataka,Ramanagara,Small,1716.38,62.53,24.02,2331.82,6.7,2256.56,5.077,Low
Gujarat,Surat,Small,534.9,51.18,64.52,1901.65,10.12,1666.51,3.563,Low
Rajasthan,Makrana,Small,1647.51,58.04,40.58,1262.9,8.29,1917.1,8.741,Medium
Andhra Pradesh,Ongole,Small,1476.35,62.2,56.72,1376.37,10.31,1604.08,5.718,Low
Telangana,Hyderabad,Small,1301.5,85.18,36.0,2075.39,7.43,1706.74,7.34,Low
Rajasthan,Jaipur,Small,1104.96,97.07,52.92,1659.21,11.94,2122.5,13.266,Low
Gujarat,Rajkot,Medium,2168.58,51.99,27.46,1246.65,4.02,1248.05,2.841,Low
Telangana,Warangal,Medium,2973.96,81.43,47.72,2058.89,9.42,1844.38,11.479,Medium
Gujarat,Rajkot,Medium,2123.42,63.88,80.73,1471.02,4.85,1633.22,9.42,Medium
Tamil Nadu,Madurai,Small,1495.83,74.99,47.58,1341.25,7.9,2290.56,14.221,Medium
Rajasthan,Udaipur,Medium,2158.68,75.28,51.27,1482.94,3.88,2469.04,18.299,High
Karnataka,Mysuru,Small,2028.94,90.2,20.0,2005.07,,2233.63,11.526,Medium
Karnataka,Hassan,Medium,2381.82,98.0,78.55,1649.98,3.21,2291.35,20.131,High
Rajasthan,Kishangarh,Medium,2628.5,89.14,59.63,2263.67,3.27,2162.18,19.045,High
Tamil Nadu,Krishnagiri,Medium,3720.44,67.8,77.81,1981.57,6.35,2727.87,18.788,High
Gujarat,Rajkot,Large,4135.81,60.75,56.43,1986.46,9.77,1811.42,10.288,Medium
Rajasthan,Makrana,Large,5045.78,83.71,42.66,2064.38,9.25,2142.34,18.72,High
Telangana,Nizamabad,Medium,2386.75,86.78,72.59,1644.32,4.98,1292.24,17.646,High
Andhra Pradesh,Ongole,Large,4802.25,67.36,76.22,1733.38,5.73,1772.85,18.378,High
Tamil Nadu,Madurai,Medium,3286.64,80.94,58.06,1548.62,11.05,2509.93,17.38,High
Tamil Nadu,Madurai,Large,5609.52,70.19,57.88,1504.53,5.82,2718.53,20.002,High
Gujarat,Vadodara,Medium,1443.09,64.42,81.61,1704.83,4.57,1723.19,11.071,Medium
Gujarat,Surat,Medium,2461.82,68.29,30.87,1473.69,8.66,1520.54,7.28,Low
Gujarat,Rajkot,Medium,2461.7,63.1,69.62,900.03,5.96,1541.23,10.76,Medium
Rajasthan,Makrana,Small,2434.69,67.17,33.51,1317.74,,2271.33,12.034,Medium
Telangana,Nizamabad,Medium,2440.42,72.11,59.34,1281.08,8.81,1587.91,13.693,High
Tamil Nadu,Madurai,Large,5542.81,81.63,92.0,1303.32,2.9,2983.49,28.0,High
Andhra Pradesh,Kadapa,Medium,2671.99,70.21,49.71,1519.72,2.54,1818.22,13.882,Medium
Andhra Pradesh,Guntur,Small,1702.21,74.88,56.7,1348.4,8.83,1398.17,7.332,Low
Karnataka,Hassan,Small,1247.35,87.35,36.67,1970.11,11.24,2139.47,8.704,Medium
Tamil Nadu,Dharmapuri,Large,5576.3,91.26,62.81,866.41,3.25,2591.48,25.501,High
Rajasthan,Makrana,Large,4502.37,71.79,57.81,2657.68,9.98,2222.23,13.548,Medium
Tamil Nadu,Salem,Small,1979.77,77.66,56.9,1398.96,10.06,2435.39,13.788,Medium
Andhra Pradesh,Ongole,Large,4325.37,66.87,59.25,2414.58,4.16,1689.85,13.497,Medium
Tamil Nadu,Madurai,Large,5313.3,66.99,57.39,1346.52,6.71,2340.19,20.727,High
Andhra Pradesh,Kurnool,Small,1154.3,85.75,39.0,2522.11,3.79,2196.92,8.777,Medium
Telangana,Hyderabad,Large,4164.41,94.57,55.9,1970.82,6.3,1943.05,17.705,High
Telangana,Warangal,Small,1167.16,64.92,55.09,1273.73,5.34,1898.69,6.091,Low
Tamil Nadu,Chennai,Medium,3207.21,73.27,88.76,1258.29,2.99,3219.11,20.286,High
Gujarat,Surat,Medium,2240.23,93.46,85.28,2484.65,5.49,1995.7,13.937,Medium
Tamil Nadu,Krishnagiri,Medium,3406.01,88.23,62.89,1346.09,12.33,2633.04,19.575,High
Karnataka,Ramanagara,Medium,2898.1,70.49,53.27,1469.63,8.17,1848.15,14.369,Medium
Rajasthan,Udaipur,Medium,2753.4,71.6,61.61,1635.81,1.21,2511.29,17.268,High
Rajasthan,Kishangarh,Large,4545.52,73.38,52.47,1718.66,3.26,2321.69,20.527,High
Karnataka,Chitradurga,Large,5468.27,84.47,60.37,1407.4,8.61,2368.14,21.88,High
Tamil Nadu,Salem,Medium,3116.71,72.52,53.62,1865.57,4.92,2418.58,19.415,High
Karnataka,Mysuru,Medium,2526.5,58.84,51.02,2046.15,7.98,2331.72,11.297,Medium
Telangana,Warangal,Small,1968.11,63.74,42.94,1403.96,5.74,1754.7,7.898,Low
Andhra Pradesh,Nellore,Medium,2713.67,46.03,54.27,2156.91,5.22,1916.77,10.232,Medium
Tamil Nadu,Salem,Large,5373.07,65.64,92.0,1283.56,3.13,3175.6,24.962,Medium
Tamil Nadu,Krishnagiri,Small,1472.35,80.52,49.67,1254.95,7.46,2418.38,15.148,Medium
Telangana,Warangal,Large,3897.02,88.51,44.95,1545.04,6.26,2061.44,17.162,High
Karnataka,Ramanagara,Large,4898.97,92.82,74.98,2605.05,7.91,2430.43,22.454,High
Karnataka,Hassan,Medium,3157.03,70.9,67.62,2059.95,2.52,2740.96,15.525,High
Tamil Nadu,Salem,Medium,2789.46,70.21,53.61,2019.78,4.46,2394.2,17.496,High
Tamil Nadu,Chennai,Medium,2752.73,98.0,70.16,1180.92,10.7,2358.5,21.184,Low
Rajasthan,Makrana,Medium,3056.69,67.52,51.93,1798.66,8.67,1943.99,9.369,Medium
Rajasthan,Jodhpur,Medium,3357.52,73.88,48.56,1358.16,8.02,1982.5,14.251,Medium
Tamil Nadu,Salem,Large,5726.03,82.65,63.95,1746.77,4.24,2016.89,23.914,Medium
Andhra Pradesh,Kurnool,Medium,3424.44,63.91,51.75,912.16,2.28,1850.38,15.199,Medium
Andhra Pradesh,Ongole,Medium,3436.21,71.35,44.5,1996.93,2.56,2214.96,12.215,Medium
Rajasthan,Udaipur,Medium,2377.0,68.33,61.31,2937.82,5.6,2313.04,13.486,Medium
Andhra Pradesh,Guntur,Small,1515.99,70.76,52.99,1886.0,9.95,1947.62,4.111,High
Telangana,Karimnagar,Small,839.67,66.47,20.0,1492.49,6.68,1971.53,5.635,Low
Andhra Pradesh,Kadapa,Large,4188.06,66.69,63.84,1455.57,6.71,1798.3,13.93,Medium
Rajasthan,Jaipur,Small,2022.47,42.2,50.1,2312.93,3.89,2327.71,9.409,Medium
Rajasthan,Jaipur,Medium,2944.76,61.48,61.64,2049.65,12.96,2276.8,9.135,Medium
Gujarat,Bhavnagar,Medium,2495.86,87.13,69.95,1636.5,4.74,1730.35,14.218,Medium
Telangana,Khammam,Small,1045.7,75.67,47.37,2518.69,5.02,1640.09,7.017,Low
Tamil Nadu,Krishnagiri,Small,1641.66,69.17,57.26,1870.11,5.72,2385.22,13.164,Medium
Telangana,Khammam,Large,4469.94,70.03,45.48,2391.54,9.34,1626.47,5.394,Low
Karnataka,Chitradurga,Medium,3426.43,86.99,77.55,979.81,7.81,2793.15,18.764,High
Tamil Nadu,Madurai,Medium,2386.78,73.48,49.41,2187.72,6.64,2323.89,14.993,Medium
Gujarat,Surat,Large,3677.53,66.54,50.06,1619.71,11.41,1758.7,7.345,Low
Rajasthan,Jaipur,Small,1687.45,50.23,58.31,1506.97,6.7,2023.84,9.14,Medium
Karnataka,Chitradurga,Small,1893.35,52.76,43.57,1480.47,9.47,2519.03,7.54,Low
Andhra Pradesh,Ongole,Medium,2823.57,83.08,91.75,2393.1,7.07,2128.56,18.017,High
Rajasthan,Jaipur,Medium,2906.86,93.17,81.16,1833.12,3.67,2163.04,17.121,High
Telangana,Nizamabad,Medium,1870.39,79.6,74.78,1800.43,1.46,1912.42,13.647,Medium
Tamil Nadu,Chennai,Large,4609.19,80.17,23.04,1781.01,5.05,2362.36,17.229,High
Tamil Nadu,Salem,Large,5547.63,98.0,67.36,709.91,1.19,2681.15,28.0,High
Telangana,Warangal,Small,1184.2,78.92,72.68,2059.97,9.24,2101.72,10.376,Medium
Tamil Nadu,Dharmapuri,Small,1633.27,78.19,62.51,1884.28,7.01,2654.76,16.745,High
Gujarat,Vadodara,Large,4046.96,80.4,46.29,1736.95,3.37,1754.42,13.0,Medium
Rajasthan,Jaipur,Small,998.15,87.48,54.75,1870.3,6.56,2078.26,12.533,Medium
Telangana,Hyderabad,Small,1217.17,78.93,59.54,1209.3,8.47,1740.41,8.728,Medium
Telangana,Karimnagar,Medium,2907.7,70.04,40.4,2121.87,7.76,1787.41,8.292,Medium
Gujarat,Ahmedabad,Medium,1948.85,80.63,35.5,2126.49,6.75,1262.64,8.066,Medium
Tamil Nadu,Dharmapuri,Medium,3032.95,65.6,91.82,1420.99,2.76,2775.27,22.348,High
Andhra Pradesh,Guntur,Small,1488.58,71.36,49.13,1455.49,3.65,1937.6,13.06,Medium
Gujarat,Vadodara,Medium,2150.68,76.77,39.18,1465.7,5.57,1607.02,10.139,Medium
Tamil Nadu,Madurai,Medium,3521.85,95.13,45.08,1802.49,6.76,2252.6,18.097,High
Rajasthan,Makrana,Small,1553.7,74.39,54.87,1731.43,5.74,2179.36,10.834,Medium
Telangana,Hyderabad,Small,1015.39,74.47,60.95,1887.01,9.84,2083.15,8.628,Medium
Tamil Nadu,Salem,Medium,2681.2,67.08,46.26,1022.49,10.66,2618.99,10.969,Medium
Gujarat,Surat,Large,3982.94,71.6,49.01,2121.68,4.33,1578.79,10.547,Medium
Rajasthan,Kishangarh,Large,4721.6,74.74,82.66,2464.44,2.36,2667.52,22.357,High
Gujarat,Ahmedabad,Small,1331.87,76.73,37.28,1126.6,10.54,1076.69,5.988,Low
Rajasthan,Jodhpur,Medium,3027.39,88.7,61.98,2018.78,11.83,2250.29,14.517,Medium
Rajasthan,Jodhpur,Medium,2106.41,62.83,72.67,2236.19,5.68,1921.18,14.139,Medium
Karnataka,Mysuru,Large,5622.87,90.43,58.77,1759.34,2.05,2610.11,22.694,High
Tamil Nadu,Madurai,Medium,2971.92,66.05,83.16,1832.52,8.23,2835.17,21.966,High
Rajasthan,Kishangarh,Small,1631.2,61.66,43.03,2568.24,9.57,2153.02,8.877,Medium
Tamil Nadu,Chennai,Medium,3044.19,87.45,58.8,1770.24,6.94,2340.19,18.524,High
Tamil Nadu,Chennai,Small,1700.96,74.84,50.62,1093.18,7.75,2152.03,14.853,Medium
Karnataka,Ramanagara,Small,1959.73,82.39,40.34,1987.94,9.38,2099.47,9.964,Medium
Telangana,Hyderabad,Medium,2000.87,80.63,72.58,,3.2,2043.39,14.087,Medium
Rajasthan,Makrana,Large,5183.26,88.61,55.32,1859.73,11.56,2094.13,19.784,High
Tamil Nadu,Chennai,Small,1919.11,90.21,86.7,950.27,5.6,2636.25,22.037,High
Karnataka,Hassan,Medium,2527.03,56.12,63.27,982.88,0.5,2659.17,18.098,High
Andhra Pradesh,Kadapa,Small,1497.78,70.78,57.44,2213.82,6.55,1751.94,6.202,Low
Telangana,Nizamabad,Large,4693.91,69.29,50.67,2186.81,5.86,1513.3,13.792,Medium
Andhra Pradesh,Kadapa,Medium,2905.06,79.05,45.19,2236.85,9.58,1822.08,11.479,Medium
Telangana,Nizamabad,Small,1321.23,51.36,67.0,2617.23,6.6,1848.19,6.984,Low
Tamil Nadu,Dharmapuri,Small,1951.1,70.15,64.86,670.48,5.18,2480.19,18.14,High
Gujarat,Vadodara,Medium,2226.13,49.44,51.45,1383.99,7.88,1729.56,6.512,Low
Tamil Nadu,Salem,Small,1563.29,74.78,49.04,1494.29,5.59,2355.93,16.501,High
Tamil Nadu,Dharmapuri,Small,1945.26,78.6,20.0,1570.9,10.53,1989.71,11.557,Medium
Telangana,Hyderabad,Medium,2596.48,64.59,49.16,2395.38,2.34,1982.18,10.177,Medium
Telangana,Karimnagar,Medium,2480.45,74.92,74.77,2092.89,3.62,2411.5,12.24,Medium
Gujarat,Surat,Medium,2075.32,67.38,52.53,2344.64,3.61,1850.8,9.111,Medium
